Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
7350,7325.0,0.1112,36,debt_consolidation,20.15%,OR,MORTGAGE,4000.0,710-714,17.0,33178.0,0.0,4 years
10000,10000.0,0.1074,36,debt_consolidation,10.42%,NY,RENT,5000.0,720-724,6.0,5510.0,2.0,3 years
8000,8000.0,0.1727,36,other,12.20%,MI,RENT,1750.0,665-669,9.0,5828.0,0.0,4 years
12000,12000.0,0.1527,60,credit_card,16.85%,VA,RENT,4333.33,700-704,15.0,17997.0,1.0,< 1 year
5000,5000.0,0.1749,60,car,16.71%,PA,RENT,2400.0,670-674,6.0,2023.0,1.0,3 years
2075,2075.0,0.1016,36,debt_consolidation,22%,SC,RENT,2250.0,700-704,5.0,7195.0,0.0,2 years
6000,6000.0,0.1212,36,credit_card,30.82%,CT,MORTGAGE,4166.67,695-699,8.0,13250.0,1.0,n/a
8600,8600.0,0.1399,36,credit_card,9.09%,CA,RENT,4500.0,680-684,6.0,11183.0,0.0,5 years
16800,16800.0,0.079,60,debt_consolidation,3.34%,FL,MORTGAGE,10666.67,815-819,7.0,4757.0,0.0,10+ years
7200,7200.0,0.0751,36,medical,4.43%,NJ,RENT,3000.0,755-759,6.0,75.0,1.0,6 years
11350,11350.0,0.1409,36,debt_consolidation,27.41%,AZ,RENT,2783.33,675-679,14.0,11031.0,0.0,< 1 year
6000,6000.0,0.1727,60,home_improvement,11.20%,TX,MORTGAGE,8750.0,685-689,5.0,10980.0,2.0,6 years
4000,4000.0,0.1212,36,small_business,18.44%,AL,RENT,2250.0,680-684,7.0,1955.0,0.0,< 1 year
6400,6400.0,0.1074,36,debt_consolidation,19.23%,DC,RENT,3833.33,690-694,13.0,10451.0,0.0,< 1 year
1125,1125.0,0.0579,36,credit_card,17.68%,FL,OWN,3083.33,750-754,8.0,3935.0,0.0,6 years
5000,5000.0,0.0603,36,other,6.11%,TX,MORTGAGE,5416.67,795-799,13.0,4956.0,0.0,8 years
20000,19975.0,0.203,60,debt_consolidation,20.91%,AK,OWN,4916.67,665-669,16.0,32137.0,2.0,10+ years
9200,9200.0,0.0749,36,credit_card,21.52%,PA,RENT,2416.67,730-734,10.0,21323.0,1.0,10+ years
8250,8250.0,0.0749,36,credit_card,24.19%,CO,RENT,2100.0,720-724,7.0,9469.0,0.0,1 year
1200,1200.0,0.0749,36,other,17.88%,AL,OWN,1666.67,710-714,10.0,9154.0,0.0,10+ years
18000,18000.0,0.1531,36,debt_consolidation,15.56%,NM,MORTGAGE,6666.67,690-694,10.0,21174.0,0.0,10+ years
20000,19975.0,0.1839,60,debt_consolidation,15.61%,MD,MORTGAGE,7000.0,705-709,6.0,20642.0,2.0,10+ years
5500,5500.0,0.1114,36,credit_card,32.16%,PA,OWN,1666.67,690-694,7.0,8826.0,0.0,3 years
20950,20875.0,0.2149,60,debt_consolidation,27.56%,NY,MORTGAGE,4500.0,675-679,15.0,24210.0,1.0,6 years
1500,1500.0,0.0963,36,other,16.98%,AZ,MORTGAGE,7725.0,695-699,14.0,30626.0,0.0,6 years
12000,12000.0,0.1999,36,debt_consolidation,15.16%,KY,RENT,4458.33,660-664,8.0,13935.0,1.0,4 years
10000,9975.0,0.1433,36,debt_consolidation,13%,CA,MORTGAGE,3625.0,690-694,10.0,8464.0,2.0,< 1 year
9750,9750.0,0.1849,36,debt_consolidation,11.59%,TX,OWN,2666.67,660-664,7.0,8172.0,0.0,3 years
5600,5575.0,0.0749,36,debt_consolidation,24.74%,WA,RENT,2583.0,740-744,6.0,2454.0,1.0,2 years
11200,11200.0,0.1311,60,debt_consolidation,11.73%,CA,MORTGAGE,3333.33,720-724,8.0,8747.0,0.0,10+ years
7000,7000.0,0.089,36,small_business,15.79%,PA,MORTGAGE,4700.0,700-704,12.0,7012.0,0.0,1 year
18000,18000.0,0.0603,36,debt_consolidation,10.75%,CA,MORTGAGE,7916.67,735-739,13.0,14007.0,2.0,7 years
5000,5000.0,0.1261,36,debt_consolidation,13.40%,CA,RENT,2000.0,695-699,9.0,1753.0,0.0,2 years
10000,9975.0,0.0925,36,small_business,5.60%,VA,RENT,4000.0,705-709,7.0,8528.0,0.0,< 1 year
9800,9800.0,0.1969,60,debt_consolidation,14.89%,RI,MORTGAGE,5340.25,665-669,8.0,5350.0,1.0,2 years
20000,19975.0,0.1212,36,credit_card,19.82%,UT,MORTGAGE,6750.0,685-689,14.0,21637.0,0.0,5 years
4400,4400.0,0.0599,36,major_purchase,17.93%,PA,OWN,4000.0,765-769,6.0,9945.0,1.0,5 years
3000,3000.0,0.1849,36,credit_card,16.07%,NJ,OWN,2916.67,660-664,9.0,6403.0,0.0,< 1 year
4800,4800.0,0.1242,36,moving,5.31%,NY,RENT,3500.0,690-694,8.0,5093.0,0.0,5 years
5375,5375.0,0.1171,36,debt_consolidation,28.75%,KY,MORTGAGE,2166.67,720-724,5.0,15475.0,1.0,8 years
14000,14000.0,0.1199,60,debt_consolidation,19.52%,TX,MORTGAGE,6333.33,705-709,12.0,32213.0,0.0,< 1 year
19800,19775.0,0.1323,36,credit_card,20.09%,MO,MORTGAGE,6666.67,730-734,8.0,31220.0,0.0,< 1 year
13025,13025.0,0.1311,36,credit_card,7.75%,UT,MORTGAGE,4333.33,675-679,6.0,13029.0,0.0,10+ years
18000,18000.0,0.1849,36,debt_consolidation,20.56%,CA,RENT,9333.33,675-679,12.0,37526.0,1.0,6 years
2500,2275.77,0.0768,36,major_purchase,17.59%,OR,MORTGAGE,3666.67,785-789,6.0,406.0,0.0,10+ years
5000,4985.44,0.0714,36,debt_consolidation,11.40%,CT,OWN,4166.67,755-759,6.0,16666.0,1.0,5 years
4500,4500.0,0.1114,36,credit_card,9.73%,CT,RENT,2916.67,685-689,13.0,4265.0,0.0,4 years
15000,15000.0,0.089,36,debt_consolidation,8.56%,MO,RENT,7500.0,740-744,8.0,8343.0,1.0,< 1 year
4500,4500.0,0.0849,36,credit_card,2.54%,TX,RENT,2166.67,795-799,2.0,527.0,1.0,3 years
1450,1450.0,0.0751,36,other,22.20%,MA,RENT,833.33,740-744,9.0,709.0,0.0,n/a
6000,6000.0,0.1496,36,small_business,11.55%,TX,RENT,7083.33,760-764,7.0,5341.0,0.0,2 years
4500,4500.0,0.0654,36,medical,15.82%,NC,MORTGAGE,3250.0,725-729,16.0,6049.0,0.0,10+ years
14000,14000.0,0.0662,36,debt_consolidation,20.18%,TX,RENT,4583.33,750-754,15.0,15890.0,1.0,10+ years
10000,10000.0,0.158,36,debt_consolidation,13.10%,AK,MORTGAGE,4458.33,675-679,7.0,6413.0,1.0,< 1 year
10000,9950.0,0.0894,36,debt_consolidation,13.73%,CO,RENT,3125.0,785-789,5.0,417.0,2.0,1 year
9600,9600.0,0.1465,36,credit_card,2.21%,CA,RENT,5833.33,675-679,7.0,5879.0,1.0,7 years
17800,17775.0,0.2211,60,debt_consolidation,5.86%,NC,RENT,7000.0,660-664,9.0,6708.0,0.0,6 years
18825,18825.0,0.21,60,debt_consolidation,19.22%,CT,RENT,4583.33,680-684,8.0,17292.0,2.0,10+ years
2000,2000.0,0.1311,36,debt_consolidation,19.13%,KY,RENT,2916.67,670-674,7.0,4376.0,0.0,10+ years
9000,9000.0,0.1777,36,debt_consolidation,13.72%,CA,RENT,4583.33,670-674,14.0,21175.0,1.0,5 years
21725,21725.0,0.1922,60,debt_consolidation,22.48%,LA,OWN,3629.58,675-679,7.0,19685.0,0.0,10+ years
20000,20000.0,0.079,36,debt_consolidation,33.28%,NY,RENT,8666.67,725-729,9.0,33067.0,0.0,3 years
15350,15325.0,0.1349,60,debt_consolidation,28.63%,WA,MORTGAGE,3200.0,730-734,6.0,9946.0,1.0,10+ years
8400,8400.0,0.1433,36,debt_consolidation,11.61%,CA,RENT,3333.33,670-674,11.0,2060.0,0.0,< 1 year
4500,4500.0,0.0749,36,credit_card,27.63%,OR,RENT,2700.0,720-724,13.0,9341.0,0.0,4 years
9950,9950.0,0.1531,36,wedding,7.84%,CA,RENT,2833.33,675-679,7.0,4904.0,2.0,n/a
15000,15000.0,0.079,36,debt_consolidation,20.75%,IL,MORTGAGE,2583.33,725-729,10.0,9608.0,0.0,3 years
12000,10400.0,0.1825,60,car,12.11%,CA,RENT,5600.0,660-664,7.0,2409.0,1.0,3 years
3000,3000.0,0.0603,36,debt_consolidation,11.03%,NY,MORTGAGE,7500.0,765-769,13.0,10585.0,0.0,n/a
15000,15000.0,0.1433,36,debt_consolidation,27.25%,TX,MORTGAGE,7500.0,680-684,13.0,27872.0,0.0,10+ years
16000,15745.73,0.1111,60,debt_consolidation,9.90%,MO,RENT,2958.33,765-769,6.0,8943.0,2.0,< 1 year
7200,7200.0,0.079,36,debt_consolidation,21.74%,TX,RENT,4300.0,710-714,7.0,33189.0,0.0,10+ years
20125,20125.0,0.1465,36,debt_consolidation,17.88%,FL,MORTGAGE,10353.33,695-699,11.0,23698.0,1.0,7 years
12000,12000.0,0.1527,36,credit_card,16.46%,PA,OWN,2516.67,670-674,9.0,2174.0,2.0,5 years
5000,4950.0,0.1062,60,home_improvement,11.23%,CA,MORTGAGE,5200.0,745-749,6.0,1941.0,1.0,5 years
3600,3600.0,0.0662,36,credit_card,9.35%,TX,RENT,2000.0,735-739,17.0,1710.0,0.0,1 year
8800,8350.0,0.0963,36,wedding,4.89%,GA,MORTGAGE,5479.0,755-759,5.0,6055.0,0.0,6 years
18000,17925.0,0.1922,60,debt_consolidation,21.36%,CA,RENT,6867.92,690-694,13.0,19446.0,0.0,10+ years
4350,4350.0,0.0599,36,house,3.12%,CA,OWN,2600.0,780-784,5.0,866.0,0.0,< 1 year
12000,11975.0,0.1099,60,home_improvement,4.04%,NY,MORTGAGE,3416.67,735-739,10.0,6935.0,0.0,< 1 year
5400,5400.0,0.1367,36,debt_consolidation,15.42%,CA,RENT,1666.67,680-684,6.0,2533.0,0.0,4 years
12000,12000.0,0.1777,36,debt_consolidation,24.48%,MI,OWN,3333.33,665-669,12.0,16984.0,0.0,10+ years
6700,6700.0,0.079,36,credit_card,22.19%,KS,RENT,2708.33,705-709,10.0,6627.0,0.0,2 years
3750,3750.0,0.1171,36,debt_consolidation,16.98%,CA,RENT,1650.0,675-679,6.0,8101.0,0.0,4 years
8000,8000.0,0.1367,36,other,23.50%,NJ,RENT,2791.67,685-689,5.0,27151.0,0.0,< 1 year
4500,4500.0,0.1149,36,other,9.26%,CA,RENT,3500.0,695-699,5.0,7247.0,0.0,2 years
6000,5975.0,0.1714,60,small_business,6.60%,FL,MORTGAGE,2500.0,660-664,5.0,5087.0,0.0,8 years
19400,19400.0,0.2328,60,credit_card,9.30%,NC,MORTGAGE,6000.0,660-664,5.0,28921.0,0.0,10+ years
25000,15600.0,0.1793,60,small_business,19.94%,CA,RENT,5416.67,690-694,13.0,24810.0,0.0,10+ years
8800,8800.0,0.1427,36,debt_consolidation,9.57%,IL,RENT,3833.33,695-699,4.0,8130.0,1.0,4 years
4800,4800.0,0.1399,36,medical,7.39%,OH,RENT,5833.33,680-684,9.0,170.0,2.0,1 year
5175,5175.0,0.1777,36,credit_card,22.93%,NY,RENT,1500.0,660-664,9.0,8577.0,1.0,5 years
10000,9999.36,0.1075,60,home_improvement,4.05%,MD,MORTGAGE,8750.0,795-799,7.0,0.0,1.0,2 years
12000,12000.0,0.1114,36,other,7.85%,VA,RENT,6666.67,720-724,11.0,4428.0,2.0,9 years
5000,5000.0,0.0751,36,other,11.40%,FL,RENT,1666.67,750-754,4.0,7968.0,0.0,10+ years
10000,10000.0,0.1311,36,debt_consolidation,29.13%,TX,MORTGAGE,8750.0,700-704,13.0,11125.0,2.0,< 1 year
4000,4000.0,0.1433,36,renewable_energy,22.74%,MD,RENT,1666.67,665-669,7.0,278.0,0.0,3 years
20000,20000.0,0.158,36,credit_card,13.13%,CT,RENT,5000.0,690-694,10.0,17981.0,1.0,3 years
12000,12000.0,0.1409,36,debt_consolidation,19.49%,CA,RENT,6166.67,675-679,13.0,6499.0,0.0,6 years
10000,10000.0,0.1171,36,credit_card,21.18%,FL,OWN,3333.33,690-694,8.0,7579.0,0.0,1 year
3000,3000.0,0.1422,36,moving,10.05%,MA,RENT,9166.67,665-669,15.0,22698.0,2.0,6 years
5600,5592.37,0.0859,36,credit_card,8.34%,NJ,MORTGAGE,3250.0,735-739,9.0,2639.0,1.0,5 years
10000,10000.0,0.158,36,debt_consolidation,13.32%,AZ,RENT,5000.0,670-674,16.0,11286.0,1.0,< 1 year
5000,5000.0,0.0849,36,debt_consolidation,22.53%,WA,MORTGAGE,3000.0,720-724,9.0,3388.0,2.0,10+ years
16000,16000.0,0.2149,60,small_business,25.76%,NY,MORTGAGE,5000.0,670-674,14.0,10881.0,0.0,5 years
4800,4800.0,0.1075,36,other,22.63%,MA,RENT,1750.0,710-714,6.0,11234.0,0.0,5 years
24925,24925.0,0.1875,60,debt_consolidation,8.51%,AK,MORTGAGE,5250.0,710-714,7.0,15288.0,0.0,10+ years
4825,4825.0,0.1212,36,debt_consolidation,4.76%,CT,MORTGAGE,5416.67,680-684,8.0,6883.0,0.0,8 years
18750,18750.0,0.1825,60,debt_consolidation,12.54%,CO,MORTGAGE,4833.33,675-679,13.0,11232.0,2.0,10+ years
10000,10000.0,0.1682,60,debt_consolidation,12.54%,MA,RENT,4417.0,680-684,9.0,6630.0,2.0,3 years
5300,5300.0,0.079,36,debt_consolidation,9.67%,TX,RENT,1945.0,760-764,3.0,5360.0,0.0,8 years
5000,5000.0,0.0963,36,educational,11.81%,AZ,MORTGAGE,9166.67,730-734,16.0,23658.0,2.0,10+ years
25000,15051.09,0.1323,60,debt_consolidation,20.11%,TX,MORTGAGE,6666.67,735-739,11.0,33084.0,0.0,10+ years
19000,18725.0,0.1075,60,home_improvement,6.19%,MD,MORTGAGE,7500.0,775-779,12.0,1142.0,1.0,8 years
2000,2000.0,0.0603,36,debt_consolidation,8.01%,NY,RENT,5833.33,750-754,7.0,2031.0,0.0,< 1 year
8000,8000.0,0.1409,36,debt_consolidation,19.60%,CO,MORTGAGE,5292.0,695-699,13.0,8903.0,1.0,n/a
8000,8000.0,0.1629,36,wedding,2.92%,CT,MORTGAGE,4250.0,670-674,5.0,4454.0,2.0,10+ years
1400,1400.0,0.1269,36,other,5.93%,NJ,OWN,4583.33,700-704,3.0,1029.0,0.0,1 year
9500,9500.0,0.089,36,debt_consolidation,27.72%,CO,OWN,5000.0,735-739,4.0,18393.0,1.0,6 years
12700,12700.0,0.1114,36,debt_consolidation,10.53%,NJ,OWN,3333.33,705-709,6.0,8948.0,0.0,< 1 year
10000,10000.0,0.0976,36,debt_consolidation,18.31%,NJ,RENT,2916.67,725-729,6.0,5670.0,1.0,10+ years
6000,5691.36,0.1189,36,major_purchase,11.55%,PA,RENT,2917.0,735-739,4.0,1003.0,2.0,1 year
5200,5200.0,0.1399,36,debt_consolidation,23.18%,CA,MORTGAGE,5000.0,680-684,17.0,28118.0,2.0,5 years
9000,8975.0,0.1581,36,debt_consolidation,10.69%,MO,RENT,3750.0,675-679,7.0,6599.0,1.0,10+ years
12000,11854.04,0.1474,36,debt_consolidation,4.62%,NY,RENT,4500.0,695-699,3.0,7956.0,0.0,10+ years
6600,3800.0,0.0907,36,other,1.84%,FL,OWN,2667.0,740-744,16.0,4889.0,1.0,< 1 year
10000,10000.0,0.1399,36,debt_consolidation,8.62%,NJ,MORTGAGE,6458.33,670-674,13.0,7200.0,0.0,9 years
1800,1800.0,0.1149,36,debt_consolidation,16.64%,WY,MORTGAGE,4250.0,695-699,11.0,26267.0,0.0,10+ years
19000,19000.0,0.1875,60,home_improvement,17.40%,MN,OWN,4000.0,695-699,7.0,5246.0,2.0,10+ years
24000,24000.0,0.2049,60,debt_consolidation,8.69%,NJ,MORTGAGE,5833.33,685-689,9.0,23006.0,0.0,10+ years
11500,11475.0,0.1114,36,debt_consolidation,23.40%,FL,OWN,2833.33,700-704,8.0,17324.0,0.0,n/a
12100,12100.0,0.1367,36,debt_consolidation,12.85%,FL,RENT,5000.0,690-694,8.0,12026.0,0.0,4 years
12000,12000.0,0.1799,60,debt_consolidation,23.44%,TX,RENT,3916.67,675-679,8.0,8860.0,0.0,< 1 year
10000,10000.0,0.1972,36,other,27.53%,MN,MORTGAGE,2916.67,665-669,14.0,11506.0,0.0,10+ years
8875,8875.0,0.1531,36,debt_consolidation,30.15%,NC,RENT,2291.67,680-684,11.0,11798.0,1.0,2 years
10625,10625.0,0.1777,36,debt_consolidation,22.10%,FL,OWN,2633.33,660-664,9.0,12156.0,0.0,< 1 year
10000,10000.0,0.1727,36,debt_consolidation,28.91%,FL,MORTGAGE,3500.0,660-664,11.0,9059.0,1.0,7 years
12000,12000.0,0.2049,36,credit_card,28.84%,IL,RENT,3980.33,660-664,12.0,19234.0,2.0,5 years
14000,12225.0,0.1199,60,debt_consolidation,14.01%,AR,MORTGAGE,4583.33,720-724,9.0,3539.0,0.0,3 years
16000,15975.0,0.1758,60,debt_consolidation,12.26%,MO,MORTGAGE,2666.67,705-709,12.0,18008.0,1.0,< 1 year
10000,10000.0,0.1581,36,debt_consolidation,20.89%,TX,RENT,5541.67,670-674,14.0,10443.0,1.0,9 years
8400,8400.0,0.1212,36,debt_consolidation,22.32%,MA,RENT,3333.33,690-694,7.0,5500.0,0.0,4 years
1600,1334.54,0.1505,36,major_purchase,14.15%,FL,RENT,2000.0,665-669,5.0,9603.0,1.0,< 1 year
14000,14000.0,0.1751,36,credit_card,9.37%,DC,RENT,7916.67,680-684,3.0,13522.0,0.0,< 1 year
15675,15675.0,0.0603,36,small_business,8.86%,FL,MORTGAGE,4166.67,795-799,9.0,13020.0,1.0,7 years
10000,10000.0,0.089,36,home_improvement,11.17%,GA,MORTGAGE,6666.67,695-699,15.0,14593.0,1.0,6 years
4800,4800.0,0.1242,36,debt_consolidation,17.98%,UT,MORTGAGE,4500.0,670-674,9.0,30895.0,0.0,10+ years
5000,4900.0,0.0894,36,educational,13.27%,NY,OWN,4166.67,740-744,5.0,4676.0,0.0,3 years
7000,6894.01,0.1253,36,debt_consolidation,6.64%,NJ,MORTGAGE,5000.0,695-699,7.0,11391.0,1.0,5 years
20000,19975.0,0.1629,60,debt_consolidation,24.05%,MD,MORTGAGE,7416.67,705-709,11.0,14944.0,1.0,3 years
3000,3000.0,0.1171,36,major_purchase,16.80%,GA,RENT,3083.33,695-699,4.0,413.0,0.0,2 years
6250,6250.0,0.1433,36,credit_card,20.40%,FL,MORTGAGE,1750.0,675-679,10.0,7845.0,0.0,4 years
14000,14000.0,0.0603,36,debt_consolidation,9%,IL,MORTGAGE,8733.33,770-774,11.0,15108.0,0.0,6 years
19600,19600.0,0.1242,60,debt_consolidation,22.99%,AZ,RENT,4166.67,745-749,9.0,14783.0,2.0,< 1 year
8000,8000.0,0.1399,36,major_purchase,18.17%,CA,OWN,7500.0,670-674,13.0,5987.0,0.0,< 1 year
16075,16075.0,0.1629,36,debt_consolidation,17.58%,KS,MORTGAGE,4125.0,695-699,7.0,15781.0,1.0,2 years
4900,4888.24,0.1426,36,debt_consolidation,23.75%,CT,RENT,2240.0,720-724,5.0,17998.0,1.0,1 year
14400,14400.0,0.1199,36,debt_consolidation,13.48%,KY,MORTGAGE,10408.0,710-714,9.0,34354.0,1.0,5 years
7750,7750.0,0.2049,36,credit_card,9%,CA,MORTGAGE,2000.0,660-664,3.0,5399.0,0.0,5 years
4200,4200.0,0.0579,36,debt_consolidation,8.10%,MD,MORTGAGE,6089.44,750-754,7.0,18861.0,2.0,8 years
12800,12800.0,0.1212,36,debt_consolidation,21.53%,CA,RENT,4750.0,695-699,16.0,14291.0,0.0,< 1 year
8000,8000.0,0.089,36,debt_consolidation,26.56%,AZ,MORTGAGE,4416.67,720-724,15.0,6701.0,0.0,1 year
25000,23477.53,0.1864,60,debt_consolidation,14.61%,NV,MORTGAGE,5833.33,695-699,8.0,13785.0,0.0,10+ years
4000,4000.0,0.1149,36,debt_consolidation,4.16%,MA,RENT,2666.67,720-724,4.0,3239.0,0.0,1 year
2875,2875.0,0.1849,36,credit_card,14.11%,AZ,RENT,1084.0,665-669,3.0,3824.0,0.0,n/a
1800,1800.0,0.1602,36,small_business,4.19%,AL,RENT,4246.67,660-664,2.0,0.0,0.0,9 years
7200,7200.0,0.1349,36,debt_consolidation,14.60%,CA,RENT,5000.0,725-729,4.0,17268.0,0.0,1 year
6000,6000.0,0.1212,36,credit_card,8.16%,PA,RENT,3333.33,680-684,6.0,8442.0,0.0,10+ years
15000,14975.0,0.079,36,car,20.73%,NY,RENT,5416.67,745-749,14.0,9756.0,0.0,1 year
10375,10375.0,0.1433,36,debt_consolidation,26.42%,MD,RENT,2479.17,680-684,6.0,13411.0,0.0,5 years
7900,7782.65,0.0859,36,credit_card,15.20%,CA,MORTGAGE,7583.33,810-814,14.0,3950.0,0.0,10+ years
6000,4450.0,0.0768,36,debt_consolidation,8.40%,NY,RENT,5417.0,780-784,10.0,6047.0,1.0,10+ years
7000,7000.0,0.1777,36,debt_consolidation,30.30%,TX,RENT,4333.33,675-679,16.0,6922.0,1.0,4 years
5500,5473.88,0.1461,36,other,20.38%,SC,MORTGAGE,5116.67,665-669,11.0,14103.0,0.0,1 year
7000,7000.0,0.1433,36,debt_consolidation,5.46%,PA,RENT,3333.33,690-694,4.0,8889.0,1.0,2 years
12000,11975.0,0.0662,36,major_purchase,1.43%,CA,RENT,9666.67,750-754,5.0,4693.0,0.0,1 year
10000,9975.0,0.0699,36,home_improvement,27.92%,CA,MORTGAGE,2500.0,780-784,5.0,1230.0,2.0,1 year
9800,9800.0,0.1491,60,credit_card,12.89%,CA,MORTGAGE,2708.33,690-694,11.0,8111.0,0.0,3 years
12000,12000.0,0.0791,36,credit_card,4.51%,CA,RENT,3500.0,725-729,16.0,6015.0,1.0,< 1 year
19000,18975.0,0.1372,36,credit_card,13.50%,CA,RENT,2964.67,705-709,9.0,11219.0,0.0,10+ years
10000,10000.0,0.1349,36,small_business,18.84%,AL,MORTGAGE,3333.33,690-694,9.0,14247.0,1.0,7 years
17500,17475.0,0.1409,36,debt_consolidation,34.88%,NY,RENT,3750.0,690-694,6.0,18485.0,0.0,1 year
10000,10000.0,0.1253,36,debt_consolidation,10.81%,CA,RENT,7158.33,700-704,15.0,23152.0,0.0,6 years
12000,11998.2,0.1037,36,debt_consolidation,16.98%,CT,RENT,3916.67,705-709,10.0,7489.0,0.0,3 years
17475,17450.0,0.1212,36,debt_consolidation,14.82%,NC,MORTGAGE,4500.0,680-684,10.0,12588.0,0.0,10+ years
7200,7200.0,0.079,36,debt_consolidation,12.13%,NJ,RENT,2333.33,725-729,7.0,6262.0,1.0,2 years
7125,7125.0,0.0762,36,home_improvement,7.96%,GA,OWN,2500.0,805-809,5.0,577.0,0.0,1 year
20500,19861.23,0.1496,60,debt_consolidation,10.76%,CA,RENT,2500.0,730-734,2.0,109.0,0.0,2 years
14000,14000.0,0.1037,60,debt_consolidation,8.69%,MA,RENT,5833.33,785-789,4.0,961.0,0.0,5 years
4800,4750.0,0.1221,36,wedding,9.41%,CA,RENT,6250.0,695-699,10.0,21069.0,0.0,< 1 year
8000,8000.0,0.1433,36,vacation,4.48%,TX,RENT,6250.0,670-674,8.0,14607.0,0.0,1 year
3600,3600.0,0.0774,36,major_purchase,1.41%,CA,MORTGAGE,5666.67,735-739,6.0,2907.0,0.0,10+ years
20000,19950.0,0.1149,36,debt_consolidation,8.84%,NY,RENT,7500.0,715-719,11.0,8848.0,0.0,10+ years
20000,20000.0,0.2245,60,debt_consolidation,24.30%,VT,RENT,3666.67,660-664,9.0,9194.0,1.0,1 year
10000,9950.0,0.1427,36,debt_consolidation,12.63%,CA,RENT,7166.67,680-684,11.0,10309.0,1.0,< 1 year
10000,10000.0,0.0991,36,credit_card,14.98%,WA,RENT,5000.0,710-714,8.0,16908.0,0.0,10+ years
4500,4500.0,0.0751,36,moving,13.90%,CA,MORTGAGE,3000.0,765-769,10.0,387.0,0.0,< 1 year
8000,8000.0,0.079,36,credit_card,23.69%,TX,MORTGAGE,7083.33,725-729,17.0,15497.0,1.0,1 year
7425,7425.0,0.0976,36,debt_consolidation,7.32%,NV,MORTGAGE,2500.0,705-709,6.0,5045.0,1.0,4 years
9000,9000.0,0.1527,36,debt_consolidation,24.06%,AZ,RENT,4500.0,670-674,10.0,8533.0,1.0,10+ years
10500,10500.0,0.1212,36,debt_consolidation,11.18%,OR,RENT,6666.67,710-714,16.0,7738.0,1.0,7 years
20000,20000.0,0.1269,36,debt_consolidation,15.55%,MN,RENT,6166.67,710-714,6.0,22739.0,2.0,< 1 year
14000,14000.0,0.1212,36,house,7.64%,TX,RENT,6883.33,695-699,7.0,9715.0,0.0,2 years
8000,8000.0,0.1242,36,debt_consolidation,9.73%,NY,RENT,3750.0,705-709,8.0,16212.0,2.0,6 years
3500,3500.0,0.1212,36,debt_consolidation,10.87%,TX,MORTGAGE,4333.33,675-679,9.0,9971.0,0.0,10+ years
12000,12000.0,0.1777,36,debt_consolidation,22.32%,CA,RENT,4575.08,675-679,13.0,8048.0,2.0,< 1 year
12250,12250.0,0.1903,60,debt_consolidation,23.18%,TX,MORTGAGE,6550.0,660-664,15.0,22493.0,0.0,3 years
9000,9000.0,0.0788,60,other,8%,MN,MORTGAGE,4750.0,800-804,14.0,5348.0,0.0,10+ years
24000,23975.0,0.1903,60,debt_consolidation,22.58%,NC,MORTGAGE,5416.67,680-684,12.0,13066.0,0.0,1 year
12800,12787.71,0.0894,36,debt_consolidation,0.18%,AZ,MORTGAGE,2833.33,815-819,7.0,306.0,0.0,4 years
15000,15000.0,0.1269,36,debt_consolidation,14.02%,NY,RENT,3916.67,705-709,11.0,16355.0,1.0,7 years
15000,14950.0,0.1417,36,small_business,8.46%,OR,MORTGAGE,6666.67,690-694,8.0,1073.0,2.0,5 years
5000,3150.0,0.1393,36,car,22.57%,MN,MORTGAGE,6000.0,660-664,17.0,29877.0,2.0,10+ years
14000,14000.0,0.1409,36,house,15.19%,MI,RENT,5416.67,690-694,6.0,4211.0,0.0,5 years
21000,21000.0,0.1367,36,other,8.08%,CA,RENT,7916.67,705-709,6.0,6524.0,1.0,1 year
5000,5000.0,0.0692,36,debt_consolidation,18.39%,MA,OWN,3333.33,725-729,8.0,5806.0,0.0,< 1 year
8000,8000.0,0.1114,36,credit_card,5.98%,DE,MORTGAGE,4333.33,710-714,5.0,11822.0,2.0,10+ years
7000,7000.0,0.0699,36,debt_consolidation,14.32%,CA,RENT,5166.67,775-779,6.0,0.0,1.0,10+ years
11000,11000.0,0.0603,36,debt_consolidation,12.04%,NC,MORTGAGE,5836.67,790-794,12.0,420.0,0.0,< 1 year
5000,5000.0,0.1596,36,moving,14.36%,NY,RENT,8166.67,660-664,7.0,7900.0,1.0,10+ years
10000,10000.0,0.1059,36,debt_consolidation,9.68%,NY,OWN,8333.33,730-734,5.0,35968.0,1.0,10+ years
16000,16000.0,0.1855,36,debt_consolidation,23.88%,MD,RENT,5653.67,660-664,12.0,16223.0,0.0,5 years
10000,6301.07,0.1411,36,debt_consolidation,16.52%,CO,OTHER,4583.0,680-684,16.0,18707.0,1.0,3 years
8000,8000.0,0.1849,36,debt_consolidation,23.37%,OH,OWN,5000.0,670-674,17.0,18248.0,1.0,10+ years
10000,10000.0,0.1171,36,other,8.69%,NY,RENT,2750.0,695-699,6.0,6621.0,0.0,3 years
5000,5000.0,0.0579,36,major_purchase,15.69%,NY,OWN,5416.67,760-764,11.0,4979.0,0.0,10+ years
